00c2adef,0
00c49d05,2
00c4ba2f,1
00c6dba0,8
00c8f027,2
00c99d4d,1
00caf809,5
00cb9bf3,6
00cc6411,4
00d16df3,1
00d41d86,2
00d4411d,1
00d4f67c,6
00d5559d,8
00d74f6b,6
00d78440,9
00d80acd,4
00d87caf,4
00d93721,1
00d9c275,9
00dacac7,0
00dcadd2,8
00dce382,6
00de758d,5
00dfd1a5,1
00e0121d,7
00e16476,7
00e37c36,6
00e38291,4
00e3dd89,1
00e42712,3
00e4e2c8,7
00e71e7b,6
00e90c45,9
00e91040,6
00f0760f,6
00f19d58,0
00f30e3d,7
00f32090,3
00f3780b,2
00f3820e,3
00f481c1,6
00f6cd32,9
00f9b2f1,0
00fa1fa9,1
00fc41ab,0
00fdde06,1
0100bdeb,7
0101007e,7
01011bed,2
01023e31,9
0103f844,0
010403ab,3
0104a2b1,2
0107ab60,1
01084df0,4
01085b54,4
0109de6b,6
010af44c,0
010ba2d7,2
010cd95c,0
010d0f8b,3
010d481c,1
010d63e4,9
010e7d79,4
010f00bd,8
010fa89c,5
01105608,3
011284cf,2
0112c73a,2
011375f7,8
01139c0b,0
01140cf7,9
01154f8c,8
011613f6,6
0116c3df,3
0117d283,3
0119fcb5,2
011c0b6e,8
011d7f40,3
011ded76,2
0120212e,5
0122d4b3,6
0124f26b,0
0125ae32,7
01270a8e,7
01279975,1
01280074,8
01299af5,7
0129b594,8
012a70d7,9
012aaee6,3
012afeaf,7
012bb568,0
012bbb79,0
012e10c2,1
012ff3cf,5
0131af37,2
01321a09,0
01329d88,4
01330b2d,0
01346097,9
0135ff9c,7
01361308,2
0136239d,3
0138519a,7
01393e39,2
013960af,5
013a6fda,5
013a9d67,4
013ad631,3
013d21e3,2
013d4814,0
013e3a6d,4
013e923a,4
014143c4,5
01421a41,7
01434721,9
0143fcfa,3
014452b4,7
014508e0,9
0145209f,3
01457e09,8
0145be53,4
01465a0e,9
0147ce52,3
0148438e,4
01496e04,5
014a2a85,8
014a5bba,4
014bbfcd,9
014c1ef3,0
014c8c57,6
014d78c5,9
014d9bbf,5
014dbf11,7
014e3d0a,9
014e5d9d,7
01515cc0,0
01538aaf,6
01570332,9
01588333,8
015910c3,1
0159929c,4
015b01a8,9
015b34c5,3
015f37c3,5
015f953f,3
015fcfd7,8
01614ff6,6
0161a2b7,0
0161ca6f,8
0161f4f4,6
0167f782,1
016af7d0,5
016b793a,0
016bcbe8,4
016d092f,7
016d188e,3
016dc5be,2
016df4c5,0
016e4b5f,1
016f53f6,2
016ff930,4
01713128,4
0172c882,4
0172dd42,9
0174dbed,5
01754d94,3
0175fb68,1
0177c4f3,4
0177f4e3,2
01795bbf,9
017b40ab,9
017bc207,1
017d12d8,6
017d2301,2
017d582b,4
017d7454,1
017dd04a,1
017e0eb4,9
017e3909,8
01819b5e,1
0181c4a4,5
01822023,0
01822a00,9
0182c63c,2
0182c95a,7
01843ab4,8
0186d6ff,4
0187a498,9
0188abf3,4
0188b545,0
018abddc,4
018b8427,5
018c23ef,8
018cc238,9
018edae9,3
018f9e4e,9
01903f9d,5
01911083,3
0191cc13,2
0191d8f0,9
0192c62e,1
019317e0,7
0193919f,7
01940ccf,5
0195e143,9
019743c2,9
01987484,2
019a2ea3,6
019b67e4,6
019c1de8,5
019d1dfa,2
019d5fdb,9
019db483,2
019e3e73,7
01a1a3ee,3
01a1fab2,0
01a415e3,7
01a61520,6
01a6318f,3
01a80020,7
01a8de0a,8
01a9c665,8
01ab4e34,6
01ab7e33,8
01ad9dc9,1
01b0e128,4
01b0f142,2
01b13586,0
01b252a1,5
01b2eb36,8
01b32156,6
01b3df57,7
01b7be4f,1
01b8c1ca,0
01b8d0e5,4
01bc3b92,2
01bcbd28,2
01be1f08,3
01c07873,9
01c081d5,5
01c08d10,4
01c0d0b0,3
01c12997,3
01c28caa,2
01c54937,5
01c570cb,6
01c68dcd,5
01c6d11c,4
01c6f7c0,5
01c7ff7c,7
01c8f4d4,3
01c9e5f8,2
01ca529d,7
01cb58aa,8
01cb7d7f,3
01cc0058,8
01cc0345,4
01d0b157,6
01d15500,4
01d2362b,8
01d2b360,3
01d31cc7,7
01d3f34c,2
01d588e2,7
01d5cff5,8
01d66be2,8
01d77c50,5
01d8c2e7,9
01d93f2c,8
01da23f2,9
01db3f06,3
01ddb119,1
01ded703,0
01dfed3a,6
01e0f267,3
01e3d8f9,1
01e3fd66,9
01e92b25,2
01e93741,8
01ead319,7
01eb0dfd,2
01eba903,0
01ebbdbc,1
01eca2ca,3
01ed74c0,6
01edf952,6
01ee5e62,4
01f042c1,7
01f077cd,7
01f4ab37,5
01f4fcb4,5
01f6a0a0,0
01f6c35d,7
01f73739,6
01fa6db9,4
01fc0862,2
01fd8565,8
01fe77e3,5
01fefada,5
01ff444d,6
020007c5,9
0201fa64,3
0202bbd8,6
0203c9dc,3
0205697e,7
0208c0d1,2
020901ca,0
020918ab,5
020a722e,8
020ca05c,6
020f9415,0
0210f956,3
021217d6,7
02140450,1
02140afc,9
021422f6,4
0214ef02,9
0215959d,9
021707c8,4
0219011f,4
021a6e98,5
021c1ccb,6
021c6a96,4
021c78d9,0
021c91d2,5
021e4052,4
021f5b3b,4
0220323b,5
02210589,4
0221684a,7
0221adc8,3
0222e5a7,4
0224ad4c,4
0226ca77,8
0228152b,1
022a08b0,6
022b111a,1
022c3eca,6
022c5609,1
022c6502,1
022f0370,1
022ff294,0
02317710,7
0232edf6,5
02334f19,9
02351bfa,7
0235bf06,8
02361ee7,4
02371b55,4
0237f92e,7
023b13a5,8
023be169,0
023d6df5,7
023e11fd,5
023f884f,4
024066f0,4
024105b9,9
02416e4f,4
0241b97d,4
02439dc7,7
0244a3ca,9
0245a76d,3
0247a67f,0
02486b85,0
024919aa,0
0249385b,1
0249a6d6,6
024c6be7,0
024dfd77,8
024ef375,7
0250d9c0,5
0251d249,8
02531ef3,9
02557768,6
02571e76,6
02585588,2
0258b8d1,8
025af31e,5
025f0009,1
025fa5a9,6
02601cb9,5
0260d951,9
026262c6,2
02633ea4,2
02635bbc,8
0263b906,5
02661865,3
02682c0b,6
026885c9,3
026abd66,2
026cd007,7
026d6cd9,9
026f8062,0
027291d0,6
0272c55b,4
02734d00,1
02744337,0
02747951,7
02754535,8
027574db,2
0275c716,3
02765808,1
02775bee,7
02780286,0
0278b826,6
0279f432,9
027a35ed,9
027b56b3,9
027dc65c,6
027dfdcc,6
027e2fd2,8
027e852c,5
027e88ef,5
027fc559,9
02801b75,7
02804cbb,5
02805d10,9
028132c5,9
0284b41d,8
0289ede5,7
028a7d33,6
028b6725,8
028c9c03,2
028d849c,8
028dd128,3
028ed0a0,3
028eff45,1
028f15a6,6
02922ba7,1
02932a2c,9
0293f1e2,3
0294cbc2,1
0296f1e6,9
02981b69,2
02982908,4
02983182,6
0298af3b,6
029933ac,2
029bbf0d,0
02a162c7,9
02a1764c,4
02a26e6e,4
02a284d5,2
02a3ca25,9
02a56405,5
02a5eced,2
02a625aa,8
02a7170e,4
02a72d0c,4
02a95b96,4
02a9b950,8
02a9e430,2
02aa7d40,9
02aae7cf,0
02ab382c,6
02acd042,3
02ad509d,3
02b035c2,2
02b0e9a7,2
02b217c9,6
02b4effd,8
02b6d2d0,5
02b8adbf,2
02b9aad1,6
02bb5e36,3
02bbc9b1,1
02bbfae2,7
02be51cf,8
02be6ace,1
02be70b0,5
02bf9ac3,7
02c1b9cd,3
02c2a4d1,4
02c317b2,0
02c516cf,0
02c523ac,7
02c5eb82,8
02c6a6f7,6
02c77e77,7
02ca0f20,6
02cd7ddd,7
02cee519,6
02d0e7ca,1
02d179e4,9
02d39096,6
02d5424d,0
02d63691,6
02d85cf2,8
02daa29e,6
02dcc2fa,5
02dd0759,7
02ddf375,4
02ded790,5
02df7ec8,7
02e1f5c2,9
02e39b42,2
02e3d137,6
02e43004,4
02e54781,4
02e5796e,1
02e63582,9
02e722c3,9
02e84a59,5
02e922fe,2
02e96407,3
02ea3a9e,7
02eb2a05,1
02ebd51a,4
02ebf1df,1
02ecd1b3,3
02ed0f1a,1
02ed4393,8
02ee53eb,6
02eefca9,3
02ef9ec8,0
02f0e103,6
02f409e1,1
02f4668f,6
02f56bf5,8
02f5a42a,3
02f6969d,5
02f9a88a,3
02f9ce55,4
02faaead,3
02fdf095,7
02ff8cfc,4
02ffd38f,7
02ffed8b,5
0302144e,1
030283c7,6
0304b059,0
03061c52,5
0307221f,5
0308f76b,1
030a3ce7,0
030af707,5
030bceb7,3
030f3afc,8
030fa6ad,1
030fa98a,7
03124fd1,1
0313a7c2,8
03155c4c,6
0315b168,6
0316e659,6
03198c2a,6
031a5ac1,7
031a9a9c,5
031ace95,9
031ce8f8,4
031d38ab,9
031d6cb7,2
031fbcf2,1
031ffd16,5
03207f8b,7
03223a70,2
0323b9b2,8
03266103,8
0327db8d,5
03293c99,7
0329832e,0
032ad399,5
032b46ab,0
032b5c93,6
032cde43,4
032d82b9,4
032f7620,9
033011c1,5
033060be,3
03318161,7
0332adc0,5
03353fcd,1
03365afc,3
033660a6,3
033834fc,4
033948e0,5
033adbc1,6
033af226,0
033b4ad4,9
033c7e0a,0
033f2bf4,9
034023cf,2
0342040c,0
0343df66,5
0345c36a,5
0347216f,5
03473430,2
03486116,4
0348fd1b,2
034b7cc4,3
034b87ed,0
034dffe3,2
034e0909,2
0350cbab,9
03511563,7
03517be4,8
0351e79f,7
035200ea,0
035557c0,9
0355f8fc,5
035764e9,9
0358065e,6
03582d7f,9
03590835,2
0359fe84,9
035a0eab,8
035be03c,0
035dc040,7
035e572e,5
035ea239,1
035ea463,3
036396c6,6
0365a470,7
0366b3eb,3
0366ded1,6
03670db9,7
03672e34,7
0367f28d,3
0368a771,9
036a3da3,2
036b36a2,6
036b7470,2
036b9502,9
036bd11f,0
036f0260,7
0371e686,0
0372d281,2
0376f604,1
0377d645,8
0377ea1d,8
03794770,2
037b7a73,8
037caebf,7
037dc5f0,7
03829a6d,1
0382cc5b,2
03834c96,6
03838935,7
0383ce46,4
03845d9a,1
03851a7d,8
0386793d,2
03885de2,7
0388ab21,2
0388d07a,4
038b9287,4
038d4531,0
038d7bab,5
038e2bf9,9
038e5a52,9
038ee7bc,8
038ee828,3
03905f95,0
0393d566,0
0394ab36,6
0394ae9f,6
0394d86a,1
0396fa90,6
039890dd,4
0399d7f1,4
0399dca7,3
0399effe,2
039a6c59,2
039b4fce,3
039ce37c,4
039eb6a0,2
039f9e1a,9
03a2fadd,5
03a35539,2
03a53750,0
03a58869,9
03a58fa9,2
03a5ca34,0
03a5fe95,6
03a75df8,7
03a7cfd4,7
03a87ebf,7
03a89b89,5
03a9254b,9
03aa16a6,1
03aa8928,2
03ac6a6f,2
03ae5e59,9
03afb169,1
03b011ca,3
03b0baaf,7
03b14eb5,4
03b181b2,4
03b3ca46,1
03b45eb2,9
03b4853d,0
03b78433,0
03b81f8c,7
03b95abf,2
03b9809d,8
03b993c0,3
03bab173,3
03be151c,2
03be695d,7
03c034d1,0
03c06297,2
03c08c21,6
03c0cda5,3
03c1e2cd,0
03c2732c,5
03c5a388,6
03c76440,5
03c8a7ce,9
03c8c43b,2
03ca190b,8
03cab72b,8
03cc39f4,1
03cca5bc,2
03cd17f6,7
03cdefa1,0
03ce03d0,0
03ce1a57,3
03cfb253,5
03d0d982,8
03d69134,0
03d6f884,2
03d70eaf,7
03d7a418,2
03d8f902,8
03db67d1,4
03dcc672,5
03df8031,1
03dfd949,4
03e10575,3
03e1bcf8,0
03e3b2e3,1
03e3baf8,8
03e53d62,0
03e53f73,8
03e564e6,8
03e5b59a,3
03e6d7ff,2
03e95607,1
03e99df8,0
03ea1a0c,1
03eace50,3
03eb9eb7,7
03ebacb6,1
03ec7623,3
03ed4280,5
03edf645,0
03ee5612,2
03ee6873,0
03eee8b8,8
03ef2980,1
03f12482,4
03f2904a,9
03f30133,4
03f4385a,0
03f7a50d,0
03f91ac0,7
03fa667e,8
03facc18,7
03fb1c19,6
03fc86e9,4
03feeaa3,2
03ffa2b1,4
0401b8e5,4
0402ad11,1
04031892,4
0403273c,0
0403a991,7
04060113,7
0408af21,8
040901a1,2
040af03b,5
040de345,3
040f14cf,0
040f6cae,1
040f84a0,8
041103b3,5
041134b7,4
04117898,0
04128312,6
0416c230,4
041a74c5,0
041b1a1d,7
041b950d,7
041c32cd,6
041d9f5b,8
041e98fe,5
0422bea2,7
0422d6b7,3
04232df3,0
0424864d,2
0425a723,2
0425dd28,6
04277427,8
042792e3,4
04284779,6
04289c75,6
0429a663,9
0429fcbc,6
0429fe60,5
042af615,1
042b28cd,6
042d7b02,3
042fc4d6,8
0430c4fc,9
0430e261,7
0431fb64,3
0432c997,6
04366f6c,0
04370eaf,2
043827b4,1
04382bf9,5
0439d784,8
043b8872,1
043d1f0c,5
043e3b29,3
043e4660,8
04410cd0,9
0441d005,3
04423cfc,6
0442b63c,7
0442f754,4
04454c45,2
0445cf83,5
04463d79,9
04471b1c,2
04488dc1,2
0448f712,6
0449fa56,3
044acc15,9
044f56fe,7
045002be,8
045029e2,7
04503a20,6
0451afc1,9
045243c2,7
04535255,4
04539f7c,6
0453e6e5,8
0454f971,2
04555a68,6
04569933,1
0457c038,3
0457f011,1
045a6287,3
045abba9,2
045aebd1,3
045b2ffa,2
045cb030,2
045d2d5d,8
045dd134,4
045e015f,9
045f52b3,4
04617143,8
0461f3e7,3
04623a8b,8
04628b8b,0
04629deb,2
0462b7a9,6
04659514,3
046773a2,8
0467961e,4
04680e9a,6
046836ea,5
04687107,6
046a6569,5
046b0fda,7
046ba9ad,6
046bacd9,8
046c780a,9
046e20ca,8
046eb045,9
04701704,5
04705276,6
04727029,5
047535df,7
047536b3,8
04769f4c,5
047856a2,3
0478d5fc,9
0478dae9,8
0479094a,8
0479754c,5
047d75a3,7
047ef920,2
0481ab32,7
04820274,3
0482ef46,9
04839c54,7
0484174e,0
04858990,3
04861c67,7
0488577b,8
0488aa1c,7
048bc1c1,0
048bf173,2
048c43db,1
048d149c,6
048eb752,4
048f6145,6
048f6b21,1
04901ffc,2
0490a1f8,6
04917af0,1
0492d826,6
0493e826,1
0493f117,9
04952831,3
04956689,0
0495ca05,1
04975fe3,4
0498a4ae,7
0499af34,3
049b1ee1,6
049b215d,1
049b4486,3
049d5a04,4
04a000e9,0
04a0d28e,0
04a2f599,3
04a44da8,9
04ab0b7e,7
04ab66e9,2
04ab69a8,9
04abc605,7
04abf152,2
04aca7e4,6
04acd1fe,7
04acf11f,4
04ae2f00,9
04afd788,1
04b059e4,3
04b0aa4c,2
04b173c8,6
04b41caa,5
04b49213,6
04b71189,9
04b722ab,1
04b742cb,3
04b77e10,9
04b91114,6
04bcec63,5
04bd59e5,6
04bd6fa3,5
04beb74f,4
04bfe072,0
04c09f93,0
04c12e45,8
04c4a71e,3
04c50fe2,3
04c52a44,2
04c57877,0
04c58326,1
04c77432,4
04c7bfa2,8
04c7cedf,9
04c7d2c8,9
04c80afa,9
04c9977f,7
04cae5ff,8
04cb592d,8
04cb65ca,9
04cc2062,5
04cd6bf0,9
04d21b67,9
04d2e302,2
04d32cfc,0
04d3485e,9
04d4acef,1
04d4dcfa,7
04d584e0,2
04d70abf,2
04d7e983,2
04d89dd1,2
04d91904,7
04dc6908,5
04dcef9f,9
04ddf1ef,1
04dfb42a,7
04e01ed9,3
04e05dd0,9
04e3bad1,2
04e50f5e,1
04e761f8,8
04e7bb17,1
04e877b1,4
04eb0e7e,0
04ebc609,4
04ebdb17,9
04efa992,6
04f07c79,9
04f33e4d,1
04f40d8a,2
04f49ad9,9
04f6a272,1
04f85935,8
04f9560b,8
04fa39e1,9
04fa9121,6
04fb670c,6
04fcd746,6
04fde1bd,4
04feb521,6
04ff0e85,7
04ffcc95,3
0502b491,2
05037c52,6
0504420b,9
0504abe3,5
05055cab,6
0505feb1,9
05060d51,8
050684e8,3
0506af79,0
05093fe2,7
050b11b2,7
050be85d,1
050e6cdc,0
050e775e,6
0513c981,2
051422c8,8
0514f468,7
05163f9d,3
051652a3,0
0516a1db,7
0516bb4a,9
05173977,4
05182113,6
0518440f,5
05189a1b,1
05191de8,1
05197775,6
0519aba2,6
051b16b0,9
051c520e,4
051e218c,2
051ec1be,1
051eecb6,9
051fafbe,4
052010aa,7
052633ea,7
052693de,0
05281590,7
052a0727,8
052d0574,3
052d3a13,0
052e0a72,0
05313e3a,8
0537fa3c,6
0538eabc,8
0539aecb,2
0539dabf,2
053b1b92,0
053b2e86,0
053cdf2e,7
053d38bc,9
053d8fb8,0
053dfd69,5
054008a5,9
0540bfb2,3
05417882,5
0541e112,6
05424104,5
0542482a,8
05427673,0
0542b44c,5
05434512,9
0543a9a8,8
05451b0c,9
05459349,0
0545be3c,4
0546a180,9
05471dd0,5
054a7b0b,0
054c044a,8
054d40e4,8
054dfcc2,0
054eb677,4
054ebe5c,9
0551c72e,2
05533ca1,8
055466d6,2
055971bd,5
055b2678,5
055b490c,3
055c8955,1
055c8a90,1
055ca98e,9
055eac27,1
055fa9fd,2
05601ec4,7
056038f7,8
056176f9,6
05634dc2,2
05639eca,8
056617fd,1
05669aeb,4
05681d16,7
05685a23,1
05693ed9,1
05694d89,6
05695dc0,7
05697233,5
0569dfbd,3
056adc16,3
056e44d3,8
056e9690,3
056f2a06,2
056fb42b,3
05700c6b,9
05702d6f,7
05704f86,7
0570688a,5
0572008d,1
05720d08,0
057214d4,4
05728220,3
05730d40,6
0574debb,6
0574e739,5
05750db4,8
05754e34,8
057560ac,5
0575948b,3
0575fd53,6
0576350d,2
05781ade,3
0578366f,8
057839b5,8
05791b32,8
057af3a2,2
057bbc86,8
057c09eb,4
057ca1f4,8
057d1ff6,7
057e7521,7
057eda96,5
057fe653,5
05814990,0
058524c1,3
05882701,8
05889d03,9
05891fa8,3
0589496c,4
058a1a4f,5
058a7492,1
058a79ce,7
058c8103,7
058d6c43,8
058d6e90,7
058dfee1,2
058e7b1d,8
058eb2ff,1
0590baf1,9
0592ac23,3
059468b4,0
0594cbd5,9
0594ecec,1
0595b851,0
05968c3e,3
0597ace5,6
0597f070,8
05980fba,4
059a16fb,1
059ad134,5
059c51ad,3
059ec3a5,3
05a09bcb,4
05a09e6f,1
05a36276,3
05a40598,0
05a40b1d,6
05a4b04e,7
05a51b80,9
05a546f9,4
05a692d8,0
05a6bde2,6
05a7373b,8
05a80078,0
05a8024b,8
05a8bfdc,4
05abafb3,2
05ad0772,7
05ae0ec8,6
05ae7a1e,2
05ae9415,1
05af344e,8
05af4ae2,3
05b2cf68,1
05b399f1,9
05b47272,7
05b4d544,5
05b4f60d,1
05b7a06a,6
05b935ec,1
05bb9940,2
05bc331a,3
05bce3ef,8
05bd0181,0
05bd7aef,8
05bf1ff9,0
05bffb05,8
05c018b8,0
05c09021,8
05c10710,1
05c2160c,9
05c4ba01,7
05c62467,5
05c6a9ab,3
05c745a9,5
05c8900d,2
05c9cae5,6
05cb8c35,8
05cbcd26,7
05cbec71,1
05cc2810,5
05cc6df8,0
05cc76dc,6
05cd5b80,9
05cdd493,8
05cdfa24,2
05cf5309,9
05d0482e,7
05d26022,2
05d8262f,1
05d840c5,1
05d90057,4
05d91d71,1
05da08c5,8
05dab1a5,3
05db60b8,0
05dbcbf2,8
05dc574d,4
05dd557e,6
05dd6f5d,8
05debf4e,8
05df6642,4
05dfa7e1,6
05e00c5e,3
05e09bbc,0
05e0f705,8
05e30fa4,5
05e3387e,5
05e37baa,6
05e42c61,1
05e5c10d,6
05e63a1a,6
05e6ba86,7
05e6d326,0
05e7c9c3,9
05e8ca50,8
05e8d7c3,5
05e97759,1
05e9f8fc,6
05eb05ca,3
05ecb79d,2
05ecff3b,3
05ed0922,1
05eec428,8
05f17281,9
05f2411e,6
05f39fe0,7
05f454d3,7
05f50756,0
05f536de,6
05f57686,5
05f59a7d,4
05f6fbfe,3
05f7657f,3
05f88302,2
05f8bc3a,6
05fcac65,5
05fd2a8c,2
05fe7fb1,6
05feaed4,3
05fee43a,9
0600cf16,3
060218b8,7
06021a6f,6
0603416d,5
0603c783,5
0604112b,9
06064e58,1
0608200b,2
0608f972,1
06093355,5
060aee54,0
060b8ea7,3
060f593c,3
06119b96,7
0612af9d,0
0612c913,6
06131cdd,5
0615f2f8,3
0617614c,4
061813c9,8
0618e226,8
061addf9,3
061ea828,4
061ec7b1,8
06209c3f,6
0620b566,5
0622387e,7
0622604d,6
06228bd6,6
0622ce86,5
062377f0,4
06237af6,6
0624354d,4
062490a8,1
0624e0af,0
06256e1d,7
062605ba,8
06265db5,8
0627744b,6
06294a94,8
062b0493,7
062e832e,8
062ebfcb,5
062fb6ef,9
062ffd47,6
0630c1fc,6
06314665,6
06334b3f,8
0635b435,2
06364a97,8
0636f3f5,8
06375752,0
063817f2,8
063cd2e9,8
063e4f7a,2
063ef321,3
063f1854,1
063f6a85,1
063fd083,7
06419519,4
06420601,0
06422284,6
06423e7a,0
06425527,3
064303f3,3
064540c7,4
06459be0,5
06487934,9
06498c0f,6
0649974d,7
0649c480,7
064a13fc,7
064b104b,1
064bcc45,2
064cdf07,0
064d64e2,3
064d9956,6
064e6618,8
06503b52,0
06517543,4
06523d96,2
065364db,7
0653698d,0
0654d29d,4
0655f180,9
06567708,1
0658ce8b,7
06598a11,9
0659ed10,2
065a03b5,4
065aab62,6
065bc7f3,4
065c16dc,8
065cc786,1
065ce8fd,6
065d5781,9
065dbace,0
065ec1ce,5
0660d484,0
0662ad84,0
0663a527,6
06643031,1
06644fb7,0
06699933,0
0669d5b9,7
066a4e19,7
066c9d4e,8
066dfee5,1
066ed75f,6
0670b667,8
0670f8a2,7
06716191,5
0671e763,5
067375c9,0
0673f8d3,7
067437c0,7
0675abee,6
067950f6,5
0679be6f,9
067a68c8,5
067a7a85,8
067c12d7,8
06802a0a,1
0680dfa5,1
06812d08,7
0681dc00,5
0682396d,3
0685f907,4
0685feba,7
06875508,6
0687979b,1
0687ec51,1
0688bf97,3
0688ec94,7
068ad3c7,5
068b3205,7
068ea93b,2
0694829d,9
0696c5cf,0
0697f4d4,5
0698263f,8
069846fa,0
0698a755,3
0698c80e,8
069962c8,9
069a4a12,8
069b6b2c,6
069d90f1,3
069daaab,7
069e1033,0
069ec6ac,8
069eca13,6
069fca80,8
06a028a2,5
06a0c666,7
06a0f6a5,2
06a20ce3,7
06a2c086,3
06a381c0,6
06a87ab5,0
06a944ce,7
06ab667e,3
06abf001,1
06ac3081,7
06acd2dd,0
06ad1341,3
06af66fa,8
06af719e,5
06b171e0,7
06b1cfee,3
06b244b7,1
06b268b9,3
06b34ae9,6
06b4dffe,7
06b6724f,9
06b9ac9c,5
06b9d7d4,2
06b9fa7f,8
06bacaf1,9
06bb25f3,9
06bc40a4,9
06bc9706,6
06bdb0d4,8
06bebd3d,5
06c029c9,8
06c30829,9
06c51241,1
06c529c9,6
06c5b75d,8
06c71a18,2
06c7b29f,3
06c7bef1,1
06c7da96,4
06c7f08f,1
06c98e2b,5
06c9b40c,9
06cd1ea8,8
06ce1041,2
06ce93b8,0
06cf6b72,5
06d07b17,4
06d1af0a,5
06d28552,8
06d2e8b8,4
06d3e8f0,3
06d3ecdf,6
06d924ed,0
06dcbeaf,1
06dccdcb,5
06dd3303,5
06dd685b,1
06de76f8,1
06dea24b,3
06e0fa2e,7
06e1774e,9
06e34ff1,3
06e3bc43,1
06e3dfc9,8
06e60927,2
06eacbfc,1
06ec059f,9
06ec9c45,1
06ed3b4a,8
06ed9adf,5
06f01312,1
06f0e158,2
06f57743,1
06f6926b,1
06f6aa6c,9
06f77c36,1
06f8daca,2
06f8ddea,5
06f8f678,4
06fb7406,3
06fb9b08,3
06ffb385,9
07010034,2
070167bc,5
0701a44c,9
0701feca,9
07023aa6,0
07023b72,2
0702ad24,3
07030072,1
07034b0f,5
0703f1d8,8
0704a6c8,2
07053217,2
070557e9,4
07081dd2,9
0708f8f2,5
070998fa,3
070ab5b4,2
070b369f,0
070dfa18,5
070e7e6b,7
070ec9cd,0
070f2d23,3
07104e37,2
0710b8de,4
0711048b,5
07115ee4,9
07117c31,7
0712b631,9
07133b43,2
07137a1b,4
07161907,5
0716a551,9
0717f8a5,0
07180e89,0
07181da0,1
07183b20,8
071a3bcf,1
071a5f43,8
071a832a,1
071c1b52,4
071ff17b,6
072234b6,6
07249dfe,9
0725031f,3
07268f6e,9
07283378,1
0728f047,7
072bca10,3
072be9fc,3
072ca0e4,1
072cf288,1
072dabae,6
072f2feb,4
07301b46,2
073037eb,8
07304dd8,6
0730853c,8
073245f4,3
07349fd4,6
0734b3d5,7
07372f5e,4
0737e257,3
07388100,2
073946fc,7
073b1eeb,8
073bdc1f,6
073c52d1,1
073cd42f,3
073d9df4,1
073dd33d,2
073edd89,6
073f24a6,7
073f3c4f,7
073fbcfb,1
0742a6e4,5
0742c4eb,5
0744b299,7
0745edb8,9
0748bb75,2
07498b4d,6
0749ac01,6
0749c0c8,0
074adf3d,2
074c82da,3
